trace,method,beat,budget_ms,solve_ms,timeout,iter,gear,err
traceD,fixed20,271,32.2,228.9,1,8,,1.9094
traceD,fixed20,272,35.2,229.1,1,8,,1.9189
traceD,fixed20,273,31.7,229.1,1,8,,1.9281
traceD,fixed20,274,31.7,227.8,1,8,,1.9370
traceD,fixed20,275,33.0,228.7,1,8,,1.9456
traceD,fixed20,276,35.3,228.7,1,8,,1.9539
traceD,fixed20,277,32.7,228.9,1,8,,1.9619
traceD,fixed20,278,34.3,229.2,1,8,,1.9696
traceD,fixed20,279,33.4,228.6,1,8,,1.9770
traceD,fixed20,280,31.5,228.2,1,8,,1.9840
traceD,fixed20,281,35.2,230.5,1,8,,1.9907
traceD,fixed20,282,31.4,229.3,1,8,,1.9970
traceD,fixed20,283,32.8,229.3,1,8,,2.0031
traceD,fixed20,284,31.4,229.2,1,8,,2.0087
traceD,fixed20,285,33.7,228.7,1,8,,2.0140
traceD,fixed20,286,34.2,229.0,1,8,,2.0190
traceD,fixed20,287,34.0,229.1,1,8,,2.0236
traceD,fixed20,288,31.0,227.7,1,8,,2.0278
traceD,fixed20,289,33.5,229.2,1,8,,2.0317
traceD,fixed20,290,30.2,228.7,1,8,,2.0351
traceD,fixed20,291,33.1,230.0,1,8,,2.0382
traceD,fixed20,292,32.1,228.2,1,8,,2.0410
traceD,fixed20,293,32.3,229.2,1,8,,2.0433
traceD,fixed20,294,33.5,228.4,1,8,,2.0452
traceD,fixed20,295,34.0,228.1,1,8,,2.0468
traceD,fixed20,296,31.0,229.4,1,8,,2.0479
traceD,fixed20,297,33.5,227.7,1,8,,2.0487
traceD,fixed20,298,34.9,227.5,1,8,,2.0490
traceD,fixed20,299,35.2,228.5,1,8,,2.0490
traceD,fixed20,300,33.3,227.7,1,8,,2.0485
traceD,fixed20,301,34.6,232.8,1,8,,2.0476
traceD,fixed20,302,34.5,227.2,1,8,,2.0463
traceD,fixed20,303,34.9,232.0,1,8,,2.0446
traceD,fixed20,304,35.4,230.4,1,8,,2.0425
traceD,fixed20,305,32.1,227.5,1,8,,2.0400
traceD,fixed20,306,34.2,228.4,1,8,,2.0371
traceD,fixed20,307,33.6,227.0,1,8,,2.0337
traceD,fixed20,308,34.6,226.8,1,8,,2.0299
traceD,fixed20,309,33.4,227.2,1,8,,2.0257
traceD,fixed20,310,34.7,227.3,1,8,,2.0211
traceD,fixed20,311,31.1,227.9,1,8,,2.0161
traceD,fixed20,312,33.0,225.9,1,8,,2.0107
traceD,fixed20,313,36.2,226.4,1,8,,2.0048
traceD,fixed20,314,29.0,226.4,1,8,,1.9985
traceD,fixed20,315,33.6,227.3,1,8,,1.9918
traceD,fixed20,316,34.8,226.4,1,8,,1.9847
traceD,fixed20,317,38.2,226.4,1,8,,1.9771
traceD,fixed20,318,31.1,225.7,1,8,,1.9691
traceD,fixed20,319,34.0,226.5,1,8,,1.9608
traceD,fixed20,320,36.0,226.8,1,8,,1.9520
traceD,fixed20,321,34.9,226.8,1,8,,1.9428
traceD,fixed20,322,37.9,225.7,1,8,,1.9332
traceD,fixed20,323,32.3,225.8,1,8,,1.9231
traceD,fixed20,324,30.4,227.0,1,8,,1.9127
traceD,fixed20,325,33.1,230.8,1,8,,1.9019
traceD,fixed20,326,33.2,229.1,1,8,,1.8907
traceD,fixed20,327,33.4,227.4,1,8,,1.8790
traceD,fixed20,328,33.1,227.7,1,8,,1.8670
traceD,fixed20,329,35.8,226.4,1,8,,1.8546
traceD,fixed20,330,28.0,227.0,1,8,,1.8418
traceD,fixed20,331,33.1,228.1,1,8,,1.8287
traceD,fixed20,332,33.4,227.6,1,8,,1.8151
traceD,fixed20,333,31.5,226.0,1,8,,1.8012
traceD,fixed20,334,35.1,227.8,1,8,,1.7869
traceD,fixed20,335,34.3,228.0,1,8,,1.7722
traceD,fixed20,336,33.1,228.6,1,8,,1.7572
traceD,fixed20,337,33.5,227.4,1,8,,1.7418
traceD,fixed20,338,33.3,227.8,1,8,,1.7261
traceD,fixed20,339,33.1,228.3,1,8,,1.7101
traceD,fixed20,340,30.6,227.4,1,8,,1.6937
traceD,fixed20,341,35.1,227.8,1,8,,1.6769
traceD,fixed20,342,34.8,227.8,1,8,,1.6599
traceD,fixed20,343,33.9,227.8,1,8,,1.6426
traceD,fixed20,344,30.1,229.7,1,8,,1.6249
traceD,fixed20,345,33.1,229.6,1,8,,1.6070
traceD,fixed20,346,31.1,227.1,1,8,,1.5887
traceD,fixed20,347,35.6,228.5,1,8,,1.5702
traceD,fixed20,348,30.8,229.9,1,8,,1.5514
traceD,fixed20,349,34.9,228.5,1,8,,1.5324
traceD,fixed20,350,32.5,229.8,1,8,,1.5131
traceD,fixed20,351,31.4,227.5,1,8,,1.4936
traceD,fixed20,352,31.1,202.0,1,7,,1.4739
traceD,fixed20,353,29.7,201.2,1,7,,1.4540
traceD,fixed20,354,33.5,201.5,1,7,,1.4339
traceD,fixed20,355,30.1,174.5,1,6,,1.4136
traceD,fixed20,356,33.5,174.5,1,6,,1.3931
traceD,fixed20,357,31.0,174.8,1,6,,1.3725
traceD,fixed20,358,30.8,175.3,1,6,,1.3517
traceD,fixed20,359,31.1,175.2,1,6,,1.3309
traceD,fixed20,360,33.4,175.4,1,6,,1.3099
traceD,fixed20,361,36.0,175.2,1,6,,1.2889
traceD,fixed20,362,28.2,175.0,1,6,,1.2678
traceD,fixed20,363,36.1,175.3,1,6,,1.2467
traceD,fixed20,364,33.2,175.5,1,6,,1.2256
traceD,fixed20,365,35.6,174.6,1,6,,1.2045
traceD,fixed20,366,39.7,176.2,1,6,,1.1834
traceD,fixed20,367,29.8,174.6,1,6,,1.1625
traceD,fixed20,368,33.8,175.3,1,6,,1.1416
traceD,fixed20,369,36.1,174.4,1,6,,1.1208
traceD,fixed20,370,33.5,173.9,1,6,,1.1003
traceD,fixed20,371,33.4,174.0,1,6,,1.0799
traceD,fixed20,372,31.6,174.3,1,6,,1.0598
traceD,fixed20,373,35.6,174.7,1,6,,1.0400
traceD,fixed20,374,30.4,174.5,1,6,,1.0205
traceD,fixed20,375,34.3,176.1,1,6,,1.0013
traceD,fixed20,376,36.2,175.5,1,6,,0.9826
traceD,fixed20,377,34.6,174.5,1,6,,0.9644
traceD,fixed20,378,31.0,176.4,1,6,,0.9467
traceD,fixed20,379,31.7,176.5,1,6,,0.9296
traceD,fixed20,380,34.9,175.5,1,6,,0.9131
traceD,fixed20,381,29.9,176.3,1,6,,0.8973
traceD,fixed20,382,34.9,176.1,1,6,,0.8823
traceD,fixed20,383,35.2,174.8,1,6,,0.8681
traceD,fixed20,384,35.2,175.9,1,6,,0.8547
traceD,fixed20,385,34.1,174.9,1,6,,0.8424
traceD,fixed20,386,35.2,174.7,1,6,,0.8310
traceD,fixed20,387,34.5,175.0,1,6,,0.8208
traceD,fixed20,388,34.0,174.6,1,6,,0.8116
traceD,fixed20,389,35.7,174.5,1,6,,0.8037
traceD,fixed20,390,28.7,174.2,1,6,,0.7970
traceD,fixed20,391,34.5,174.4,1,6,,0.7916
traceD,fixed20,392,36.1,174.7,1,6,,0.7876
traceD,fixed20,393,32.0,174.9,1,6,,0.7849
traceD,fixed20,394,30.1,174.8,1,6,,0.7836
traceD,fixed20,395,30.7,174.5,1,6,,0.7838
traceD,fixed20,396,42.7,174.2,1,6,,0.7853
traceD,fixed20,397,36.6,175.0,1,6,,0.7883
traceD,fixed20,398,34.0,174.2,1,6,,0.7928
traceD,fixed20,399,35.8,174.4,1,6,,0.7986
traceD,fixed20,400,34.9,175.3,1,6,,0.8058
traceD,fixed20,401,35.6,175.0,1,6,,0.8143
traceD,fixed20,402,33.0,174.9,1,6,,0.8242
traceD,fixed20,403,35.6,174.8,1,6,,0.8352
traceD,fixed20,404,34.2,175.6,1,6,,0.8475
traceD,fixed20,405,33.8,174.3,1,6,,0.8610
traceD,fixed20,406,35.6,175.1,1,6,,0.8755
traceD,fixed20,407,34.6,174.1,1,6,,0.8911
traceD,fixed20,408,34.6,174.7,1,6,,0.9076
traceD,fixed20,409,34.6,174.5,1,6,,0.9250
traceD,fixed20,410,31.1,176.0,1,6,,0.9433
traceD,fixed20,411,33.6,174.7,1,6,,0.9624
traceD,fixed20,412,36.7,175.8,1,6,,0.9823
traceD,fixed20,413,27.3,175.6,1,6,,1.0028
traceD,fixed20,414,31.3,175.5,1,6,,1.0239
traceD,fixed20,415,35.6,175.0,1,6,,1.0456
traceD,fixed20,416,34.8,174.3,1,6,,1.0678
traceD,fixed20,417,34.5,175.0,1,6,,1.0906
traceD,fixed20,418,35.6,175.4,1,6,,1.1137
traceD,fixed20,419,33.0,175.2,1,6,,1.1372
traceD,fixed20,420,30.2,175.1,1,6,,1.1611
traceD,fixed20,421,33.8,174.7,1,6,,1.1853
traceD,fixed20,422,33.6,201.5,1,7,,1.2098
traceD,fixed20,423,34.9,229.4,1,8,,1.2345
traceD,fixed20,424,32.3,228.5,1,8,,1.2594
traceD,fixed20,425,35.6,227.9,1,8,,1.2845
traceD,fixed20,426,31.8,227.5,1,8,,1.3097
traceD,fixed20,427,30.9,226.6,1,8,,1.3351
traceD,fixed20,428,34.3,228.3,1,8,,1.3605
traceD,fixed20,429,29.3,227.5,1,8,,1.3860
traceD,fixed20,430,32.2,229.5,1,8,,1.4115
traceD,fixed20,431,34.8,226.4,1,8,,1.4371
traceD,fixed20,432,34.0,229.3,1,8,,1.4626
traceD,fixed20,433,34.9,227.8,1,8,,1.4881
traceD,fixed20,434,33.9,227.6,1,8,,1.5136
traceD,fixed20,435,34.7,227.6,1,8,,1.5390
traceD,fixed20,436,29.3,227.6,1,8,,1.5643
traceD,fixed20,437,31.9,227.9,1,8,,1.5895
traceD,fixed20,438,32.4,227.3,1,8,,1.6146
traceD,fixed20,439,39.5,226.9,1,8,,1.6395
traceD,fixed20,440,31.9,226.1,1,8,,1.6643
traceD,fixed20,441,33.8,228.0,1,8,,1.6890
traceD,fixed20,442,34.0,227.5,1,8,,1.7134
traceD,fixed20,443,33.5,229.6,1,8,,1.7376
traceD,fixed20,444,31.8,227.5,1,8,,1.7616
traceD,fixed20,445,33.7,228.0,1,8,,1.7854
traceD,fixed20,446,33.8,228.0,1,8,,1.8090
traceD,fixed20,447,36.0,228.9,1,8,,1.8323
traceD,fixed20,448,34.8,227.4,1,8,,1.8553
traceD,fixed20,449,34.0,225.8,1,8,,1.8781
traceD,fixed20,450,29.4,226.6,1,8,,1.9006
traceD,fixed20,451,34.3,226.7,1,8,,1.9228
traceD,fixed20,452,33.5,230.7,1,8,,1.9446
traceD,fixed20,453,30.3,226.5,1,8,,1.9662
traceD,fixed20,454,33.0,226.4,1,8,,1.9874
traceD,fixed20,455,31.9,227.2,1,8,,2.0083
traceD,fixed20,456,34.9,227.5,1,8,,2.0288
traceD,fixed20,457,31.5,225.8,1,8,,2.0490
traceD,fixed20,458,33.6,227.8,1,8,,2.0688
traceD,fixed20,459,35.4,225.5,1,8,,2.0882
traceD,fixed20,460,34.9,227.2,1,8,,2.1072
traceD,fixed20,461,33.5,227.1,1,8,,2.1259
traceD,fixed20,462,33.4,228.0,1,8,,2.1441
traceD,fixed20,463,35.3,228.4,1,8,,2.1620
traceD,fixed20,464,34.6,228.0,1,8,,2.1794
traceD,fixed20,465,37.3,227.5,1,8,,2.1964
traceD,fixed20,466,31.5,228.6,1,8,,2.2129
traceD,fixed20,467,33.9,227.4,1,8,,2.2290
traceD,fixed20,468,32.8,227.4,1,8,,2.2447
traceD,fixed20,469,33.2,229.0,1,8,,2.2599
traceD,fixed20,470,30.6,227.5,1,8,,2.2747
traceD,fixed20,471,33.5,229.0,1,8,,2.2890
traceD,fixed20,472,30.4,228.0,1,8,,2.3028
traceD,fixed20,473,33.1,228.2,1,8,,2.3161
traceD,fixed20,474,31.4,228.0,1,8,,2.3290
traceD,fixed20,475,32.7,228.5,1,8,,2.3413
traceD,fixed20,476,34.1,227.5,1,8,,2.3532
traceD,fixed20,477,31.0,228.3,1,8,,2.3645
traceD,fixed20,478,30.3,228.2,1,8,,2.3754
traceD,fixed20,479,34.5,228.8,1,8,,2.3857
traceD,fixed20,480,31.9,227.7,1,8,,2.3956
traceD,fixed20,481,31.1,227.8,1,8,,2.4049
traceD,fixed20,482,34.1,227.6,1,8,,2.4137
traceD,fixed20,483,32.6,227.8,1,8,,2.4219
traceD,fixed20,484,29.2,227.7,1,8,,2.4296
traceD,fixed20,485,31.5,228.4,1,8,,2.4368
traceD,fixed20,486,30.6,228.9,1,8,,2.4435
traceD,fixed20,487,32.0,228.8,1,8,,2.4495
traceD,fixed20,488,38.1,229.6,1,8,,2.4551
traceD,fixed20,489,28.4,229.0,1,8,,2.4601
traceD,fixed20,490,33.8,229.1,1,8,,2.4645
traceD,fixed20,491,30.0,228.3,1,8,,2.4684
traceD,fixed20,492,34.4,229.0,1,8,,2.4718
traceD,fixed20,493,32.4,228.3,1,8,,2.4745
traceD,fixed20,494,33.3,227.8,1,8,,2.4768
traceD,fixed20,495,30.2,228.5,1,8,,2.4784
traceD,fixed20,496,34.8,231.6,1,8,,2.4795
traceD,fixed20,497,31.8,228.8,1,8,,2.4800
traceD,fixed20,498,31.8,228.0,1,8,,2.4799
traceD,fixed20,499,31.8,229.4,1,8,,2.4793
traceD,fixed20,500,28.5,228.4,1,8,,2.4781
traceD,fixed20,501,34.3,228.6,1,8,,2.4763
traceD,fixed20,502,33.6,228.8,1,8,,2.4739
traceD,fixed20,503,28.7,228.8,1,8,,2.4710
traceD,fixed20,504,33.4,228.9,1,8,,2.4675
traceD,fixed20,505,34.3,228.1,1,8,,2.4634
traceD,fixed20,506,35.6,228.6,1,8,,2.4587
traceD,fixed20,507,33.7,228.1,1,8,,2.4535
traceD,fixed20,508,35.6,228.9,1,8,,2.4477
traceD,fixed20,509,35.4,228.5,1,8,,2.4413
traceD,fixed20,510,33.9,229.3,1,8,,2.4343
traceD,fixed20,511,34.6,228.1,1,8,,2.4268
traceD,fixed20,512,33.6,228.2,1,8,,2.4187
traceD,fixed20,513,32.5,227.9,1,8,,2.4100
traceD,fixed20,514,35.5,228.6,1,8,,2.4007
traceD,fixed20,515,35.9,228.9,1,8,,2.3909
traceD,fixed20,516,30.6,228.6,1,8,,2.3805
traceD,fixed20,517,35.7,227.9,1,8,,2.3696
traceD,fixed20,518,33.1,228.4,1,8,,2.3581
traceD,fixed20,519,36.2,230.4,1,8,,2.3460
traceD,fixed20,520,28.2,229.0,1,8,,2.3334
traceD,fixed20,521,30.8,228.8,1,8,,2.3202
traceD,fixed20,522,32.4,227.9,1,8,,2.3065
traceD,fixed20,523,33.0,227.4,1,8,,2.2922
traceD,fixed20,524,35.6,230.7,1,8,,2.2774
traceD,fixed20,525,29.3,229.1,1,8,,2.2620
traceD,fixed20,526,32.4,231.0,1,8,,2.2461
traceD,fixed20,527,30.7,228.0,1,8,,2.2297
traceD,fixed20,528,34.8,230.6,1,8,,2.2127
traceD,fixed20,529,32.3,229.2,1,8,,2.1952
traceD,fixed20,530,34.3,230.4,1,8,,2.1772
traceD,fixed20,531,34.2,229.0,1,8,,2.1587
traceD,fixed20,532,33.5,230.8,1,8,,2.1397
traceD,fixed20,533,33.6,228.3,1,8,,2.1201
traceD,fixed20,534,34.0,231.0,1,8,,2.1001
traceD,fixed20,535,32.0,229.2,1,8,,2.0796
traceD,fixed20,536,32.3,229.1,1,8,,2.0586
traceD,fixed20,537,32.9,228.1,1,8,,2.0371
traceD,fixed20,538,34.3,231.1,1,8,,2.0152
traceD,fixed20,539,36.0,228.5,1,8,,1.9928
traceD,fixed20,540,32.5,231.5,1,8,,1.9699
traceD,fixed20,541,30.8,231.9,1,8,,1.9466
traceD,fixed20,542,33.7,229.5,1,8,,1.9228
traceD,fixed20,543,32.6,227.9,1,8,,1.8987
traceD,fixed20,544,33.8,230.0,1,8,,1.8741
traceD,fixed20,545,29.9,228.6,1,8,,1.8491
traceD,fixed20,546,32.0,229.9,1,8,,1.8236
traceD,fixed20,547,33.4,227.6,1,8,,1.7978
traceD,fixed20,548,31.4,229.6,1,8,,1.7716
traceD,fixed20,549,33.6,227.6,1,8,,1.7451
traceD,fixed20,550,30.9,228.2,1,8,,1.7182
traceD,fixed20,551,34.9,226.2,1,8,,1.6909
traceD,fixed20,552,34.9,229.2,1,8,,1.6633
traceD,fixed20,553,33.2,227.2,1,8,,1.6354
traceD,fixed20,554,34.0,200.9,1,7,,1.6072
traceD,fixed20,555,32.7,174.9,1,6,,1.5787
traceD,fixed20,556,32.4,175.2,1,6,,1.5499
traceD,fixed20,557,34.1,174.8,1,6,,1.5209
traceD,fixed20,558,32.7,176.2,1,6,,1.4917
traceD,fixed20,559,35.9,174.0,1,6,,1.4622
traceD,fixed20,560,35.1,174.3,1,6,,1.4325
traceD,fixed20,561,33.4,173.3,1,6,,1.4027
traceD,fixed20,562,33.4,174.6,1,6,,1.3727
traceD,fixed20,563,34.7,174.0,1,6,,1.3425
traceD,fixed20,564,32.9,174.4,1,6,,1.3123
traceD,fixed20,565,32.8,174.1,1,6,,1.2820
traceD,fixed20,566,34.2,176.5,1,6,,1.2517
traceD,fixed20,567,35.1,174.1,1,6,,1.2213
traceD,fixed20,568,35.1,174.5,1,6,,1.1910
traceD,fixed20,569,33.9,174.6,1,6,,1.1608
traceD,fixed20,570,35.3,174.1,1,6,,1.1306
traceD,fixed20,571,34.4,173.3,1,6,,1.1007
traceD,fixed20,572,35.9,174.3,1,6,,1.0709
traceD,fixed20,573,33.6,173.9,1,6,,1.0414
traceD,fixed20,574,35.6,173.6,1,6,,1.0123
traceD,fixed20,575,34.8,174.0,1,6,,0.9835
traceD,fixed20,576,34.0,174.8,1,6,,0.9552
traceD,fixed20,577,35.5,173.8,1,6,,0.9275
traceD,fixed20,578,33.7,198.9,1,7,,0.9004
traceD,fixed20,579,36.0,174.1,1,6,,0.8740
traceD,fixed20,580,31.4,174.4,1,6,,0.8485
traceD,fixed20,581,36.3,173.5,1,6,,0.8239
traceD,fixed20,582,32.3,172.5,1,6,,0.8004
traceD,fixed20,583,35.0,173.5,1,6,,0.7782
traceD,fixed20,584,32.8,172.2,1,6,,0.7572
traceD,fixed20,585,31.0,173.9,1,6,,0.7378
traceD,fixed20,586,34.1,174.4,1,6,,0.7201
traceD,fixed20,587,35.8,175.5,1,6,,0.7042
traceD,fixed20,588,32.4,173.0,1,6,,0.6902
traceD,fixed20,589,34.0,173.1,1,6,,0.6783
traceD,fixed20,590,37.8,174.1,1,6,,0.6688
traceD,fixed20,591,30.0,176.8,1,6,,0.6616
traceD,fixed20,592,32.1,175.6,1,6,,0.6568
traceD,fixed20,593,34.6,173.4,1,6,,0.6546
traceD,fixed20,594,32.9,173.8,1,6,,0.6551
traceD,fixed20,595,33.7,202.5,1,7,,0.6581
traceD,fixed20,596,34.2,200.6,1,7,,0.6637
traceD,fixed20,597,35.7,233.3,1,8,,0.6718
traceD,fixed20,598,34.7,175.1,1,6,,0.6823
traceD,fixed20,599,33.9,175.7,1,6,,0.6952
traceD,fixed20,600,31.6,175.0,1,6,,0.7103
traceD,fixed20,601,34.2,174.9,1,6,,0.7274
traceD,fixed20,602,31.1,175.1,1,6,,0.7465
traceD,fixed20,603,34.6,175.4,1,6,,0.7673
traceD,fixed20,604,31.7,174.8,1,6,,0.7897
traceD,fixed20,605,34.4,176.2,1,6,,0.8136
traceD,fixed20,606,32.1,174.6,1,6,,0.8389
traceD,fixed20,607,32.9,174.7,1,6,,0.8654
traceD,fixed20,608,32.0,175.5,1,6,,0.8929
traceD,fixed20,609,33.6,175.0,1,6,,0.9214
traceD,fixed20,610,32.1,175.6,1,6,,0.9508
traceD,fixed20,611,35.8,175.3,1,6,,0.9810
traceD,fixed20,612,34.5,176.0,1,6,,1.0118
traceD,fixed20,613,34.6,175.6,1,6,,1.0432
traceD,fixed20,614,34.0,177.4,1,6,,1.0752
traceD,fixed20,615,30.8,176.6,1,6,,1.1076
traceD,fixed20,616,34.9,175.5,1,6,,1.1404
traceD,fixed20,617,34.9,176.8,1,6,,1.1735
traceD,fixed20,618,34.3,203.4,1,7,,1.2070
traceD,fixed20,619,33.9,203.4,1,7,,1.2406
traceD,fixed20,620,34.6,230.6,1,8,,1.2745
traceD,fixed20,621,31.6,229.8,1,8,,1.3085
traceD,fixed20,622,35.6,230.8,1,8,,1.3426
traceD,fixed20,623,30.4,228.4,1,8,,1.3768
traceD,fixed20,624,32.9,229.9,1,8,,1.4110
traceD,fixed20,625,29.8,228.1,1,8,,1.4453
traceD,fixed20,626,34.3,229.7,1,8,,1.4795
traceD,fixed20,627,29.9,229.8,1,8,,1.5137
traceD,fixed20,628,31.4,230.2,1,8,,1.5478
traceD,fixed20,629,35.6,229.2,1,8,,1.5818
traceD,fixed20,630,32.1,231.2,1,8,,1.6157
traceD,fixed20,631,30.4,229.5,1,8,,1.6495
traceD,fixed20,632,36.2,230.1,1,8,,1.6831
traceD,fixed20,633,33.6,230.7,1,8,,1.7165
traceD,fixed20,634,30.0,230.4,1,8,,1.7498
traceD,fixed20,635,32.4,230.9,1,8,,1.7828
traceD,fixed20,636,33.7,233.1,1,8,,1.8156
traceD,fixed20,637,30.8,230.6,1,8,,1.8481
traceD,fixed20,638,34.3,230.0,1,8,,1.8804
traceD,fixed20,639,35.6,229.5,1,8,,1.9124
traceD,fixed20,640,34.4,230.5,1,8,,1.9441
traceD,fixed20,641,34.0,230.3,1,8,,1.9755
traceD,fixed20,642,36.0,230.0,1,8,,2.0065
traceD,fixed20,643,34.4,229.7,1,8,,2.0373
traceD,fixed20,644,33.5,231.6,1,8,,2.0677
traceD,fixed20,645,30.5,231.2,1,8,,2.0977
traceD,fixed20,646,33.2,230.2,1,8,,2.1274
traceD,fixed20,647,35.1,230.1,1,8,,2.1566
traceD,fixed20,648,35.5,229.9,1,8,,2.1855
traceD,fixed20,649,32.8,229.6,1,8,,2.2140
traceD,fixed20,650,28.6,229.3,1,8,,2.2420
traceD,fixed20,651,32.1,229.9,1,8,,2.2696
traceD,fixed20,652,33.3,229.1,1,8,,2.2968
traceD,fixed20,653,30.3,228.5,1,8,,2.3236
traceD,fixed20,654,34.1,230.8,1,8,,2.3498
traceD,fixed20,655,33.3,230.6,1,8,,2.3756
traceD,fixed20,656,32.7,230.7,1,8,,2.4010
traceD,fixed20,657,32.8,229.9,1,8,,2.4258
traceD,fixed20,658,32.9,230.2,1,8,,2.4502
traceD,fixed20,659,33.1,229.6,1,8,,2.4740
traceD,fixed20,660,34.0,228.1,1,8,,2.4973
traceD,fixed20,661,35.6,227.8,1,8,,2.5201
traceD,fixed20,662,28.8,230.8,1,8,,2.5424
traceD,fixed20,663,32.9,229.2,1,8,,2.5642
traceD,fixed20,664,36.0,229.3,1,8,,2.5854
traceD,fixed20,665,30.1,229.6,1,8,,2.6060
traceD,fixed20,666,31.9,231.2,1,8,,2.6261
traceD,fixed20,667,34.6,232.6,1,8,,2.6457
traceD,fixed20,668,35.6,233.7,1,8,,2.6646
traceD,fixed20,669,34.3,233.5,1,8,,2.6830
traceD,fixed20,670,35.6,232.2,1,8,,2.7008
traceD,fixed20,671,35.6,230.0,1,8,,2.7180
traceD,fixed20,672,34.1,228.8,1,8,,2.7346
traceD,fixed20,673,35.9,229.9,1,8,,2.7506
traceD,fixed20,674,34.6,230.0,1,8,,2.7660
traceD,fixed20,675,33.4,228.9,1,8,,2.7808
traceD,fixed20,676,34.9,229.1,1,8,,2.7949
traceD,fixed20,677,32.6,228.8,1,8,,2.8085
traceD,fixed20,678,32.7,229.7,1,8,,2.8214
traceD,fixed20,679,31.6,230.1,1,8,,2.8337
traceD,fixed20,680,30.1,230.6,1,8,,2.8453
traceD,fixed20,681,31.6,230.2,1,8,,2.8563
traceD,fixed20,682,33.2,230.0,1,8,,2.8667
traceD,fixed20,683,30.6,229.2,1,8,,2.8764
traceD,fixed20,684,32.6,229.6,1,8,,2.8854
traceD,fixed20,685,34.4,229.8,1,8,,2.8938
traceD,fixed20,686,33.8,229.6,1,8,,2.9016
traceD,fixed20,687,34.7,229.4,1,8,,2.9086
traceD,fixed20,688,33.8,231.9,1,8,,2.9151
traceD,fixed20,689,34.0,228.8,1,8,,2.9208
traceD,fixed20,690,30.7,229.9,1,8,,2.9259
traceD,fixed20,691,32.2,229.2,1,8,,2.9303
traceD,fixed20,692,34.4,230.3,1,8,,2.9340
traceD,fixed20,693,35.3,229.8,1,8,,2.9370
traceD,fixed20,694,33.1,228.2,1,8,,2.9394
traceD,fixed20,695,32.1,229.6,1,8,,2.9411
traceD,fixed20,696,33.6,229.4,1,8,,2.9421
traceD,fixed20,697,34.2,229.5,1,8,,2.9425
traceD,fixed20,698,32.9,229.5,1,8,,2.9421
traceD,fixed20,699,30.1,228.9,1,8,,2.9411
traceD,fixed20,700,35.4,230.1,1,8,,2.9394
traceD,fixed20,701,33.1,229.8,1,8,,2.9370
traceD,fixed20,702,34.3,228.2,1,8,,2.9339
traceD,fixed20,703,34.5,227.8,1,8,,2.9301
traceD,fixed20,704,34.4,227.4,1,8,,2.9257
traceD,fixed20,705,34.6,228.3,1,8,,2.9205
traceD,fixed20,706,34.3,227.5,1,8,,2.9147
traceD,fixed20,707,35.1,227.1,1,8,,2.9082
traceD,fixed20,708,34.9,228.9,1,8,,2.9011
traceD,fixed20,709,33.6,228.0,1,8,,2.8932
traceD,fixed20,710,34.4,229.6,1,8,,2.8847
traceD,fixed20,711,34.4,228.3,1,8,,2.8755
traceD,fixed20,712,29.5,227.9,1,8,,2.8656
traceD,fixed20,713,32.0,225.2,1,8,,2.8551
traceD,fixed20,714,32.5,228.0,1,8,,2.8439
traceD,fixed20,715,32.0,226.7,1,8,,2.8320
traceD,fixed20,716,29.6,225.8,1,8,,2.8195
traceD,fixed20,717,29.6,226.8,1,8,,2.8063
traceD,fixed20,718,34.9,227.5,1,8,,2.7925
traceD,fixed20,719,32.4,228.1,1,8,,2.7780
traceD,fixed20,720,33.1,228.3,1,8,,2.7629
traceD,fixed20,721,30.3,227.9,1,8,,2.7471
traceD,fixed20,722,33.0,229.3,1,8,,2.7308
traceD,fixed20,723,32.4,228.6,1,8,,2.7137
traceD,fixed20,724,32.4,227.8,1,8,,2.6961
traceD,fixed20,725,34.0,229.5,1,8,,2.6778
traceD,fixed20,726,35.6,229.1,1,8,,2.6589
traceD,fixed20,727,33.9,229.7,1,8,,2.6394
traceD,fixed20,728,35.6,229.9,1,8,,2.6193
traceD,fixed20,729,33.6,230.0,1,8,,2.5986
traceD,fixed20,730,35.6,228.8,1,8,,2.5773
traceD,fixed20,731,34.9,229.5,1,8,,2.5555
traceD,fixed20,732,34.8,232.4,1,8,,2.5330
traceD,fixed20,733,35.6,230.5,1,8,,2.5100
traceD,fixed20,734,32.9,229.6,1,8,,2.4865
traceD,fixed20,735,35.5,228.9,1,8,,2.4624
traceD,fixed20,736,35.6,229.4,1,8,,2.4377
traceD,fixed20,737,34.0,229.4,1,8,,2.4125
traceD,fixed20,738,35.6,231.0,1,8,,2.3868
traceD,fixed20,739,33.2,229.8,1,8,,2.3606
traceD,fixed20,740,35.4,228.4,1,8,,2.3339
traceD,fixed20,741,33.5,229.2,1,8,,2.3067
traceD,fixed20,742,29.2,228.6,1,8,,2.2790
traceD,fixed20,743,29.8,230.7,1,8,,2.2509
traceD,fixed20,744,32.8,230.2,1,8,,2.2223
traceD,fixed20,745,34.3,229.2,1,8,,2.1932
traceD,fixed20,746,36.1,231.3,1,8,,2.1637
traceD,fixed20,747,35.0,228.3,1,8,,2.1339
traceD,fixed20,748,33.9,228.3,1,8,,2.1036
traceD,fixed20,749,35.2,229.8,1,8,,2.0729
traceD,fixed20,750,35.6,229.1,1,8,,2.0419
traceD,fixed20,751,33.7,229.0,1,8,,2.0105
